LOCATION,TIME,POP,INFRAINVEST,GDP,AIREMISSION,PASSTRANSP,ROADACCID
BGR,2006,7.601022,39370078.740157,86597.081,47.446186,2422.0,137.21838984284
BGR,2007,7.545338,44483075.979139,96549.248,50.680922,2424.0,133.32736055032
BGR,2008,7.492561,71581961.345741,107410.912,48.163785,2335.0,141.60712205079
BGR,2009,7.444443,49596073.21812,105648.489,41.989054,2144.0,121.02987422968
BGR,2010,7.395599,129870129.87013,110040.697,44.044939,2100.0,104.92726823074
BGR,2011,7.348328,89988751.406074,115128.421,48.882236,2068.0,89.408093922862
BGR,2012,7.305888,114019838.42929,118701.781,44.140187,1876.0,82.262416286699
BGR,2013,7.265115,123734533.18335,120520.814,38.924379,1826.0,82.724086267045
BGR,2014,7.223938,167195009.71469,126862.574,41.31961,1702.0,91.362910368278
BGR,2015,7.177991,301155537.37601,131666.906,43.58102,1552.0,98.634840862854
BGR,2016,7.127822,153389917.16944,142696.411,40.54088,1458.0,99.329079766582
BGR,2017,7.075947,92033950.301667,151818.49,42.803157,1438.0,96.382858718416
BGR,2018,7.025037,96124348.092852,166030.892,39.892842,1479.0,86.974630880948
HRV,1995,4.616762,7168039.3218157,36940.428,14.774177,1139.0,173.15904875077
HRV,1996,4.574853,13337585.896953,39758.817,14.650527,1205.0,158.2147582112
HRV,1997,4.532298,29515008.238412,42933.08,16.24561,1158.0,157.444894287
HRV,1998,4.491742,25402439.195543,44512.66,17.609329,1092.0,142.53767815831
HRV,1999,4.456298,24806692.528963,44528.501,17.371297,1137.0,146.70044765797
HRV,2000,4.428069,19232027.212664,47307.968,16.782763,1252.0,146.58812228896
HRV,2001,4.30045,20979768.5544,49665.514,17.753863,1241.0,150.47764441784
HRV,2002,4.305443,36423483.703864,54408.765,18.853992,1195.0,145.74026991935
HRV,2003,4.305553,104363449.01383,58310.012,20.181196,1163.0,162.89449339929
HRV,2004,4.308296,128160674.27718,62559.614,19.58836,1213.0,141.24425033685
HRV,2005,4.311674,93757177.017333,65947.589,19.917214,1266.0,138.51042134313
HRV,2006,4.313016,121503365.23366,75104.328,19.977214,1362.0,142.42109836357
HRV,2007,4.312751,92258213.979095,83268.104,21.222283,1611.0,143.61225896515
HRV,2008,4.310884,125688657.56762,89507.429,20.164387,1810.0,154.07087027998
HRV,2009,4.306315,98211488.42848,86145.14,19.064566,1835.0,127.28849263248
HRV,2010,4.296353,83416795.862088,85111.874,18.248777,1742.0,99.175239155502
HRV,2011,4.282913,80528070.552807,89055.653,17.950446,1486.0,97.649360303246
HRV,2012,4.269063,61824418.651031,90338.799,16.419845,1104.0,92.09013679486
HRV,2013,4.254469,183137617.09988,92861.599,15.901102,948.0,86.472484244032
HRV,2014,4.238389,130720666.43963,93502.185,15.117108,927.0,72.669120271877
HRV,2015,4.203604,60021013.921723,96704.418,15.512642,951.0,82.786104495095
HRV,2016,4.174349,44329418.010485,103842.682,15.858564,836.0,73.544401773786
HRV,2017,4.124531,62563635.389315,110890.878,16.193172,745.0,80.251548600314
HRV,2018,4.080666,99621196.802416,120409.373,15.294397,756.0,77.547009510884
LTU,1995,3.629102,4000000.0,21470.186,13.434207,1130.0,184.89422452166
LTU,1996,3.601613,17000000.0,22941.763,13.914716,954.0,185.19480021868
LTU,1997,3.575137,22000000.0,25265.839,13.557513,842.0,203.06914112662
LTU,1998,3.549331,29000000.0,27550.7,14.294702,800.0,233.56514227611
LTU,1999,3.524237,19000000.0,27562.049,11.899931,745.0,212.2444624909
LTU,2000,3.499534,18000000.0,29569.579,10.221743,611.0,183.16713987226
LTU,2001,3.470817,25000000.0,32765.022,10.870211,533.0,203.41026236466
LTU,2002,3.443066,58000000.0,36085.819,10.931246,498.0,202.43579343649
LTU,2003,3.415209,85000000.0,41171.201,10.938091,432.0,207.60052154873
LTU,2004,3.377073,70000000.0,43968.09,11.56326,443.0,222.67790913735
LTU,2005,3.322525,68000000.0,48211.647,12.443951,428.0,232.65417176319
LTU,2006,3.269903,50000000.0,53828.551,12.502004,431.0,232.42237016382
LTU,2007,3.231297,76000000.0,61625.453,12.684005,409.0,229.01042121206
LTU,2008,3.198234,85000000.0,66270.653,12.610744,398.0,156.02375188034
LTU,2009,3.162911,67000000.0,57343.818,11.40734,357.0,116.98065961916
LTU,2010,3.097292,107000000.0,62292.855,12.314715,373.0,96.536253398948
LTU,2011,3.028119,116000000.0,69297.819,11.525294,389.0,97.750580806872
LTU,2012,2.987773,140000000.0,73809.042,11.531329,403.0,101.0786294675
LTU,2013,2.957689,139000000.0,79034.188,10.868843,391.0,86.554062986338
LTU,2014,2.932366,264000000.0,82647.295,10.462848,373.0,91.052722936795
LTU,2015,2.904908,180000000.0,83761.504,10.550273,361.0,83.307228106895
LTU,2016,2.868234,70000000.0,88700.479,10.750005,396.0,66.94021506636
LTU,2017,2.828398,49000000.0,95797.204,10.771645,424.0,67.529273586543
LTU,2018,2.801541,65000000.0,105039.518,11.134892,468.0,61.751684696612
ROU,1995,22.684268,70422535.211268,122856.526,117.587815,18879.0,125.41730459036
ROU,1996,22.619005,50263885.398341,129638.012,120.752931,18356.0,125.77918992366
ROU,1997,22.553982,43268636.419829,125448.93,110.418687,15795.0,126.93991277282
ROU,1998,22.507354,46403712.296984,124782.838,96.476601,13422.0,123.42638029614
ROU,1999,22.472043,30083497.053045,125764.098,82.855418,12304.0,111.47185569267
ROU,2000,22.442973,43140205.668422,131305.899,86.222025,11632.0,111.34889404794
ROU,2001,22.131974,56901191.849289,144334.058,91.340662,10966.0,111.1966083453
ROU,2002,21.675775,106246799.79519,155641.203,90.949271,8502.0,110.35182998124
ROU,2003,21.574365,98809492.103231,162932.871,96.97367,8529.0,103.59535681439
ROU,2004,21.451845,57742134.484886,192696.972,93.74113,8638.0,112.71808712278
ROU,2005,21.319673,109043727.91519,204714.06,92.632653,7985.0,123.87612668761
ROU,2006,21.193749,101861309.72648,244600.829,95.285763,8092.0,122.06423022626
ROU,2007,20.88298,310674376.10474,285751.74,92.38187,7476.0,134.08046800979
ROU,2008,20.537848,316232356.13464,344669.95,91.070886,6958.0,149.23647164081
ROU,2009,20.367437,177375224.07774,338997.706,77.431117,6128.0,137.32671094868
ROU,2010,20.246798,168859544.95796,343978.551,74.725473,5438.0,117.40085665583
ROU,2011,20.147657,161374038.59765,360564.155,80.859371,5073.0,100.16117113722
ROU,2012,20.060182,117763172.65203,378485.712,78.578501,4571.0,101.80458853522
ROU,2013,19.988694,208856606.24986,395316.781,69.312297,4411.0,93.125930227211
ROU,2014,19.916451,277659023.91828,411274.339,68.466683,4976.0,91.315581778453
ROU,2015,19.82225,321920273.5535,428132.022,69.55857,5149.0,95.530716784177
ROU,2016,19.706529,262091386.83531,478201.584,67.962637,4988.0,97.095425617773
ROU,2017,19.588146,214503031.49692,533372.93,70.78876,5663.0,99.605407384074
ROU,2018,19.471332,182853459.38977,587563.39,71.57133,5577.0,95.878581870012
